meetinghouse_id,assignment_id,assignment_type,assignment_name
5142474-01-01,48313,ward,Manhattan 1st Ward
5142474-01-01,479225,ward,Morningside Heights Ward
5142474-01-01,253170,ward.ysa,Lincoln Square YSA Ward
5142474-01-01,3337499,familysearchcenter,New York City New York Family History Center
5458552-01-01,253766,ward,La Libertad Ward
5458552-01-01,2137895,familysearchcenter,Santa Cruz Bolivia La Libertad Family History Center
5048702-01-01,11746,ward,Emery Ward
5079632-01-01,2127,ward,Granger West  4th Ward
5079632-01-01,115207,ward.marshallese,Granger West  5th Ward (Marshallese)
5211050-01-01,352527,ward,Autonomía Branch
5211050-01-01,124958,ward,Santiago Centro Ward
5211050-01-01,522341,stake,Santiago del Estero Argentina Stake
5211050-01-01,522341,stakecenter,Santiago del Estero Argentina Stake
5048087-01-01,58963,ward,Resistencia 1st Ward
5048087-01-01,239267,ward,Río Negro Ward
5048087-01-01,514233,stake,Resistencia Argentina Stake
5048087-01-01,514233,stakecenter,Resistencia Argentina Stake
5048087-01-01,402885,familysearchcenter,Resistencia Argentina Family History Center
5498236-01-01,327727,ward,Zimatlán Branch
5008024-01-01,1900404,ward,Meduma Ward
5422868-01-01,323896,ward,Gurupi Ward
5492653-01-01,276197,ward,Dieciseis de Septiembre Ward
5492653-01-01,170518,ward,Loma Bella Ward
5492653-01-01,279722,stake,Puebla México Angelópolis Stake
5492653-01-01,2090201,stake,Puebla México Arboledas Stake
5492653-01-01,279722,stakecenter,Puebla México Angelópolis Stake
5492653-01-01,2090201,stakecenter,Puebla México Arboledas Stake
5492653-01-01,432504,familysearchcenter,Puebla Mexico Mayorazgo Family History Center
5123232-01-01,12394,ward,Lehi  2nd Ward
5123232-01-01,85847,ward,Lehi  9th Ward
5123232-01-01,236322,ward,Wines Park Ward
5070511-01-01,224634,ward,Cowley Ward
5070511-01-01,53554,ward,Deseret Ward
5070511-01-01,406651,familysearchcenter,Temple View New Zealand Family History Center
5435080-01-01,217425,ward,Santa Cruz 4th Ward
5435080-01-01,521280,stake,Santa Cruz Laguna Philippines Stake
5435080-01-01,521280,stakecenter,Santa Cruz Laguna Philippines Stake
5278783-01-01,258857,ward,Beaumont Ward
5278783-01-01,151386,ward,Canyon Creek Ward
5278783-01-01,479675,ward,Peavine Valley Ward
5450136-01-01,305014,ward,Caja de Agua Ward
5450136-01-01,249114,ward,Nueva Era Ward
5850002-02-01,544264,ward,Jordan Willows  4th Ward
5850002-02-01,1981366,ward,Jordan Willows  8th Ward
5850002-02-01,2033402,ward,Jordan Willows 9th Ward
5850002-02-01,2177072,ward.spanish,Jordan Willows 10th Ward (Spanish)
5850002-02-01,1986627,stake,Lehi Utah Jordan Willows Stake
5850002-02-01,1986627,stakecenter,Lehi Utah Jordan Willows Stake
5398630-01-01,2160641,ward,Mairinque Branch
5398630-01-01,331473,ward,São Roque Ward
5211174-01-01,154075,ward,San Pedro Branch
5211174-01-01,612073,stake,San Pedro Argentina Jujuy District
5211174-01-01,612073,stakecenter,San Pedro Argentina Jujuy District
5211174-01-01,1005413,familysearchcenter,San Pedro Argentina Jujuy Family History Center
5013294-01-01,2073560,ward,Botetourt Branch
5239575-01-01,314196,ward,Uman Branch
5444950-01-01,301760,ward,Nonsan Branch
5137683-01-01,94919,ward,Santa Susana  3rd Ward
5137683-01-01,94900,ward,Simi  3rd Ward
5137683-01-01,441023,ward.ysa,Simi Valley YSA Ward
5465680-01-01,216437,ward,Sangolqui Ward
5465680-01-01,1195999,ward,Selva Alegre Ward
5415489-01-01,332089,ward,Yamatokoriyama Ward
5415489-01-01,441163,familysearchcenter,Nara Japan Family History Center
5298792-01-01,308889,ward,Olmue Ward
5340209-01-01,75981,ward,Matehuala  1st Branch
5340209-01-01,316180,ward,Matehuala 2nd Branch
5340209-01-01,483508,familysearchcenter,Matehuala México Family History Center
5009419-01-01,1542370,ward,Wonthaggi Branch
5355257-01-01,96806,ward,San Ramon  1st Ward
5355257-01-01,158038,ward,San Ramon  2nd Ward
5002032-01-01,2132966,ward,Double Oak Ward
5002032-01-01,530417,ward,Highland Village Ward
5002032-01-01,416886,ward,Lake Cities 2nd Ward
5002032-01-01,1979388,ward,Lantana Ward
5002032-01-01,514616,stake,Lewisville Texas Stake
5002032-01-01,514616,stakecenter,Lewisville Texas Stake
5002032-01-01,3334597,familysearchcenter,Lewisville Texas Family History Center
5484022-01-01,325287,ward,Tolhuaca Branch
5004025-01-01,375659,ward,Okesa Ward
5047587-01-01,14036,ward,Canyon Ridge Ward
5047587-01-01,84808,ward,Cedar First Ward
5423295-01-01,331171,ward,Itumbiara Ward
5068665-01-01,3646,ward,Twenty First Ward
5068665-01-01,97721,ward.ysa,Ensign YSA Ward
5007836-01-01,43605,ward,Rome Ward
5007836-01-01,3339319,familysearchcenter,Rome Georgia Family History Center
5014678-01-01,2105845,ward,Juatuba Branch
5431344-01-01,28827,ward,Rexburg  5th Ward
5431344-01-01,94994,ward,Rexburg 11th Ward
5431344-01-01,124702,ward,Rexburg 14th Ward
5431344-01-01,515574,stake,Rexburg Idaho Center Stake
5431344-01-01,515574,stakecenter,Rexburg Idaho Center Stake
5381908-01-01,246093,ward,Los Toros Ward
5123348-01-01,15601,ward,Pacific Palisades Ward
5011495-01-01,356743,ward,Mgboko Obete Ward
5183286-01-01,98523,ward,Yankton Branch
5183286-01-01,3339181,familysearchcenter,Yankton South Dakota Family History Center
5268087-01-01,131660,ward,Orchard 11th Ward
5268087-01-01,118796,ward,Orchard 9th Ward
5053161-01-01,103888,ward,Kichijoji Ward
5053161-01-01,429740,stake.english,Tokyo Japan South Stake (English)
5053161-01-01,429740,stakecenter,Tokyo Japan South Stake (English)
5053161-01-01,429015,familysearchcenter,Musashino Japan Family History Center
5007909-01-01,67628,ward,Hull 2nd Ward
5007909-01-01,390461,familysearchcenter,Hull England Family History Center
5164222-01-01,103055,ward,Holt Ward
5164222-01-01,1999583,ward,Meridian Ward
5014264-01-01,2097915,ward,Kortugbuma Ward
5822726-01-01,273503,ward,Aplao Branch
5004721-01-01,541990,ward,Erakor Branch
5015324-01-01,2110806,ward,Cedar Creek Ward
5015324-01-01,34673,ward,Freedom Ward
5861496-01-01,233773,ward,Capivari Branch
5140919-01-01,113107,ward,Chapultepec Ward
5000484-01-01,1982265,ward,Cosmo City Branch
5269016-01-01,239313,ward,San Francisco Ward
5524717-01-01,235377,ward,Cidade Nova Ward
5524717-01-01,265829,ward,Providência Ward
5015488-01-01,253413,ward,Roma Branch
5002828-01-01,340049,ward,Virasoro Branch
5218756-01-01,119849,ward,Centro Ward
5218756-01-01,273961,ward,Grijalva Ward
5218756-01-01,520047,stake,Villahermosa México Gaviotas Stake
5218756-01-01,520047,stakecenter,Villahermosa México Gaviotas Stake
5218756-01-01,399175,familysearchcenter,Villahermosa Mexico Gaviotas Family History Center
5437059-01-01,284645,ward,El Paraíso Ward
5125081-01-01,279749,ward,Lindavista Ward
5125081-01-01,124990,ward,Texmelucan Ward
5319048-01-01,62715,ward,Osnabrück Branch
5319048-01-01,392685,familysearchcenter,Osnabrück Germany Family History Center
5129982-01-01,7072,ward,Bountiful 26th Ward
5129982-01-01,172766,ward,Bountiful 58th Ward
5139775-01-01,98507,ward,Springfield  3rd Ward
5139775-01-01,152560,ward,Springfield  4th Ward
5139775-01-01,224278,ward,Springfield  5th Ward
5017687-01-01,2161915,ward,Villa Cerro Branch
5221781-01-01,330744,ward,Torices Ward
5008046-01-01,1898027,ward,Zengeza Ward
5012714-01-01,2059223,ward,Sooke Branch
5515491-01-01,476129,ward,Costa Bonita Ward
5515491-01-01,274674,ward,Villa Elisa Ward
5515491-01-01,527319,stake,Fernando de la Mora Paraguay South Stake
5515491-01-01,527319,stakecenter,Fernando de la Mora Paraguay South Stake
5515491-01-01,499587,familysearchcenter,Fernando de la Mora Paraguay Sur Family History Center
5978133-01-01,466980,ward,Bad Bentheim Branch
5111854-01-01,37176,ward,Tucumcari Branch
5111854-01-01,3339882,familysearchcenter,Tucumcari New Mexico Family History Center
5030927-01-01,23310,ward,Astoria Ward
5030927-01-01,2027801,ward,Warrenton Ward
5030927-01-01,3338754,familysearchcenter,Astoria Oregon Family History Center
5444381-01-01,409855,ward,Nova República Ward
5444381-01-01,251453,ward,Santarém Ward
5444381-01-01,402257,familysearchcenter,Natal Brazil Potengi Family History Center
5075025-01-01,31208,ward,Makiki Ward
5075025-01-01,192988,ward,Manoa Ward
5075025-01-01,434450,ward,McCully Ward
5075025-01-01,89788,ward.ysa,Honolulu YSA Branch
5075025-01-01,2052849,ward.chuukicpohnpeic,Honolulu 2nd Branch (Chuukic-Pohnpeic)
5075025-01-01,481564,ward.tongan,Honolulu 1st Ward (Tongan)
5075025-01-01,502413,stake,Honolulu Hawaii Stake
5075025-01-01,502413,stakecenter,Honolulu Hawaii Stake
5075025-01-01,3333345,familysearchcenter,Honolulu Hawaii Family History Center
5135567-01-01,182729,ward,Bethesda Ward
5135567-01-01,85723,ward,Potomac Ward
5012250-01-01,2053187,ward,São Cristovão Ward
5007864-01-01,1884409,ward,Dombotombo Branch
5334047-01-01,181811,ward,Taguig 1st Ward
5334047-01-01,1995766,ward,Taguig 2nd Ward
5334047-01-01,2052415,familysearchcenter,Taguig Philippines Family History Center
5562066-01-01,279730,ward,Llanos de Santa Maria Ward
5523869-01-01,180319,ward,Jardim Caxingui Ward
5523869-01-01,536970,ward,Jardim das Vertentes Ward
5142997-01-01,111414,ward,Galveston Ward
5142997-01-01,3339793,familysearchcenter,Galveston Texas Family History Center
5695228-01-01,167746,ward,Oak Grove Ward
5695228-01-01,468487,ward,Purvis 1st Ward
5695228-01-01,2073285,ward.spanish,Purvis 2nd Branch (Spanish)
5695228-01-01,504467,stake,Hattiesburg Mississippi Stake
5695228-01-01,504467,stakecenter,Hattiesburg Mississippi Stake
5695228-01-01,3335909,familysearchcenter,Hattiesburg Mississippi Family History Center
5275725-01-01,239550,ward,Rochester 3rd Ward
5275725-01-01,239569,ward,Rochester 4th Ward
5275725-01-01,503819,stake,Rochester New York Stake
5275725-01-01,503819,stakecenter,Rochester New York Stake
5275725-01-01,3337707,familysearchcenter,Rochester New York Family History Center
5275725-01-01,1323571,employmentcenter,Rochester New York Employment Resource Center
5154448-01-01,152900,ward,Fuertes Ward
5154448-01-01,515000,stake,Puebla México Fuertes Stake
5154448-01-01,515000,stakecenter,Puebla México Fuertes Stake
5154448-01-01,398179,familysearchcenter,Puebla Mexico Fuertes Family History Center
5476933-01-01,318604,ward,Gaborone Broadhurst Ward
5476933-01-01,2113627,ward,Village Ward
5476933-01-01,1978675,stake,Gaborone Botswana Stake
5476933-01-01,1978675,stakecenter,Gaborone Botswana Stake
5476933-01-01,552518,familysearchcenter,Broadhurst Botswana Family History Center
5227127-01-01,97381,ward,Concepción del Uruguay Branch
5349664-01-01,228176,ward,West Point  8th Ward
5349664-01-01,2006553,ward,West Point 18th Ward
5349664-01-01,2132931,ward,West Point 20th Ward
5227240-01-01,199427,ward,Castillo Lara Ward
5016277-01-01,2133946,ward,Orozo Branch
5047374-01-01,83453,ward,Tieton Drive Ward
5047374-01-01,423122,ward,Wide Hollow Ward
5047374-01-01,200220,ward.ysa,Yakima Valley YSA Branch
5047374-01-01,503134,stake,Yakima Washington Stake
5047374-01-01,503134,stakecenter,Yakima Washington Stake
5047374-01-01,3342085,familysearchcenter,Yakima Washington Family History Center
5134455-01-01,167886,ward,Selsdon Ward
5655528-01-01,449113,ward,Alphaville Ward
5655528-01-01,1443976,stake,Alphaville Brazil Stake
5655528-01-01,1443976,stakecenter,Alphaville Brazil Stake
5655528-01-01,2009447,familysearchcenter,Alphaville Brazil Family History Center
5497744-01-01,368245,ward,Buenos Aires Ward
5497744-01-01,371408,stake,Tijuana México Otay Stake
5497744-01-01,371408,stakecenter,Tijuana México Otay Stake
5497744-01-01,474150,familysearchcenter,Tijuana México Otay Family History Center
5135028-01-01,46531,ward,Fairmont Ward
5135028-01-01,3342727,familysearchcenter,Fairmont West Virginia Family History Center
5441862-01-01,255203,ward,Yuquyry Ward
5796296-01-01,286036,ward,Groitzsch Branch
5796296-01-01,393290,familysearchcenter,Groitzsch Germany Family History Center
5249236-01-01,128813,ward,Sicuani Ward
5249236-01-01,338826,ward,Vallecito Ward
5249236-01-01,495115,stake,Sicuani Perú Stake
5249236-01-01,495115,stakecenter,Sicuani Perú Stake
5249236-01-01,467944,familysearchcenter,Sicuani Perú Family History Center
5219809-01-01,141038,ward,Skagway Branch
5789087-01-01,142123,ward,Granollers Ward
5264499-01-01,183687,ward,San Souci Ward
5005565-01-01,430676,ward,Garcia Ward
5272432-01-01,158097,ward,Poteau Branch
5051037-01-01,12416,ward,Lehi  5th Ward
5051037-01-01,2062666,ward,Mill Pond Ward
5051037-01-01,2131803,ward,Spring Creek 4th Ward
5051037-01-01,2101823,stake,Lehi Utah Central Stake
5051037-01-01,2101823,stakecenter,Lehi Utah Central Stake
5346169-01-01,317691,ward,Lautoka  2nd Ward
5346169-01-01,525200,stake,Lautoka Fiji Stake
5346169-01-01,525200,stakecenter,Lautoka Fiji Stake
5346169-01-01,408808,familysearchcenter,Lautoka Fiji Family History Center
5008425-01-01,67512,ward,Rossendale Valley Ward
5012146-01-01,2060035,ward,Alepe 1st Branch
5012146-01-01,2099411,stake,Alepe Cote d'Ivoire District
5012146-01-01,2099411,stakecenter,Alepe Cote d'Ivoire District
5068517-01-01,4308,ward,Mountain View  3rd Ward
5068517-01-01,169668,ward.ysa,Hillside YSA Ward
5047277-01-01,24961,ward,Shelley 3rd Ward
5047277-01-01,24953,ward,Shelley 5th Ward
5015816-01-01,333840,ward,Salerno Branch
5016076-01-01,1712179,ward,Elelenwo Ward
5326540-01-01,80845,ward,Owego Ward
5326540-01-01,505315,stake,Owego New York Stake
5326540-01-01,505315,stakecenter,Owego New York Stake
5326540-01-01,3337421,familysearchcenter,Owego New York Family History Center
5234255-01-01,170372,ward,Bacolod 6th Ward
5011405-01-01,2103451,ward,Dzodze Branch
5011405-01-01,2139081,familysearchcenter,Dzodze Ghana Family History Center
5387523-01-01,94676,ward,Bergamo  1st Ward
5387523-01-01,360937,ward,Bergamo  2nd Ward
5387523-01-01,392405,familysearchcenter,Bergamo Italy Family History Center
5003824-01-01,442305,ward,Santa Elena de Barillas Branch
5514177-01-01,253162,ward,Frisco  1st Ward
5514177-01-01,495956,ward,Frisco  5th Ward
5514177-01-01,1169769,ward,Frisco  7th Ward
5296358-01-01,2077604,ward,Aeroporto Branch
5296358-01-01,179159,ward,Campo Mourão Branch
5296358-01-01,2077590,stake,Campo Mourão Brazil District
5296358-01-01,2077590,stakecenter,Campo Mourão Brazil District
5296358-01-01,431427,familysearchcenter,Campo Mourão Brazil Family History Center
5117666-01-03,854719,institute,Bellingham Washington Institute
5117666-01-03,211877,ward.ysa,Bellingham YSA Ward
5355540-01-01,455903,ward,Gulf Breeze Ward
5355540-01-01,192260,ward,Navarre Ward
5355540-01-01,3372642,familysearchcenter,Navarre  Florida Family History Center
5008982-01-01,1166778,ward,Bella Via 1st Ward
5008982-01-01,2058243,ward,Everton Ward
5008982-01-01,1992074,ward,Highland Ridge Ward
5008982-01-01,2173433,ward,Parc Joule Ward
5008982-01-01,2040557,stake,Mesa Arizona Eastmark Stake
5008982-01-01,2040557,stakecenter,Mesa Arizona Eastmark Stake
5004847-01-01,1027700,ward,Nganza Ward
5484626-01-01,257001,ward,Acevedo Ward
5042070-01-01,24287,ward,Star 1st Ward
5042070-01-01,345970,ward,Star 2nd Ward
5159741-01-01,239658,ward,Lotopa Ward
5159741-01-01,85189,ward,Pesega  3rd Ward
5159741-01-01,123064,ward,Pesega  5th Ward
5159741-01-01,523089,stake,Pesega Samoa Stake
5159741-01-01,523089,stakecenter,Pesega Samoa Stake
5141338-01-01,68438,ward,Kingston Ward
5198518-01-01,110973,ward,South Whidbey Island Ward
5526523-01-01,568724,ward,Primavera Ward
5526523-01-01,520179,stake,Huánuco Perú Stake
5526523-01-01,520179,stakecenter,Huánuco Perú Stake
5000483-01-01,87483,ward,Nanakuli Ward
5000483-01-01,28304,ward,Waianae 1st Ward
5000483-01-01,1634976,ward.tongan,Waianae 2nd Branch (Tongan)
5296587-01-01,2044269,ward,Garden Ward
5296587-01-01,281565,ward,Passo Fundo Boqueirão Ward
5926494-02-01,187569,ward,Fiddlers Canyon Ward
5926494-02-01,268941,ward,Wagon Trail Ward
5926494-02-01,231460,ward,Willowwood Ward
5213053-01-01,146587,ward,Guagua Ward
5005233-01-01,2108062,ward,Akpaju Branch
5425654-01-01,326682,ward,Kharkivskyi Ward
5425654-01-01,342386,ward,Novo-Darnytskyi Ward
5013102-02-01,2062445,ward,Smithville Branch
5888676-01-01,430161,ward,Roosevelt 13th Branch (Care Center)
5870518-01-01,72257,ward,Pretoria  2nd Ward
5870518-01-01,2133997,ward,Pretoria 3rd Ward
5870518-01-01,511382,stake,Pretoria South Africa Stake
5870518-01-01,511382,stakecenter,Pretoria South Africa Stake
5870518-01-01,395072,familysearchcenter,Pretoria South Africa Family History Center
5250102-01-01,162590,ward,Vinton Ward
5017777-01-01,1126164,ward,Mendon  4th Ward
5017777-01-01,380431,ward,Petersboro  1st Ward
5017777-01-01,2137631,ward,Petersboro 2nd Ward
5211484-01-01,314080,ward,Longoteme Branch
5231841-01-01,61778,ward,Puente Alto 1st Ward
5012746-01-01,165328,ward,Elliot Lake Branch
5008784-01-01,1979833,ward.military,Fort Gordon Military Branch
5269822-01-01,110337,ward,Chetumal Ward
5269822-01-01,327263,ward,Jardines Ward
5269822-01-01,520780,stake,Chetumal México Stake
5269822-01-01,520780,stakecenter,Chetumal México Stake
5269822-01-01,398063,familysearchcenter,Chetumal México Family History Center
5891825-01-01,263117,ward,Puerto Cabezas Branch
5891825-01-01,1412175,stake,Puerto Cabezas Nicaragua District
5891825-01-01,1412175,stakecenter,Puerto Cabezas Nicaragua District
5012737-01-01,1843176,ward,Sablayan Branch
5015198-01-01,2031213,ward,Lake Placid Branch
5016202-01-01,2002078,ward,Sao Francisco de Paula Branch
5180600-01-01,84131,ward,Silver Creek Ward
5180600-01-01,3312623,familysearchcenter,San Jose California Family History Center
5442680-01-01,340383,ward,Leopardi Ward
5994985-01-01,315516,ward,Monte María Ward
5994985-01-01,206687,ward,Villa Lobos Ward
5994985-01-01,512060,stake,Guatemala City Mariscal Stake
5994985-01-01,512060,stakecenter,Guatemala City Mariscal Stake
5994985-01-01,397261,familysearchcenter,Guatemala City Guatemala Monte Maria Family History Center
5009391-01-01,192880,ward,Atwater Ward
5009391-01-01,1721003,ward.spanish,Santa Fe Branch (Spanish)
5344573-01-01,191647,ward,Camalig Ward
5025613-01-01,153451,ward,Frankston Ward
5068525-01-01,95281,ward,Monument Park Ward
5068525-01-01,3204,ward,Princeton Ward
5395127-01-01,336742,ward,El Vigia Ward
5395127-01-01,1631373,familysearchcenter,El Vigia Venezuela Family History Center
5423074-01-01,221198,ward,Garavelo Ward
5033306-01-01,14206,ward,Maeser  1st Ward
5033306-01-01,11142,ward,Vernal  6th Ward
5033306-01-01,10634,ward,Vernal  7th Ward
5033306-01-01,1081128,stake,Vernal Utah Stake
5033306-01-01,1081128,stakecenter,Vernal Utah Stake
5641185-01-01,267627,ward,Ondo 1st Branch
5054265-01-01,473707,ward,Apple Valley Ward
5054265-01-01,121177,ward,Hurricane  5th Ward
5054265-01-01,218650,ward,Hurricane  9th Ward
5900239-01-01,296341,ward,Mauban Branch
5165229-01-01,80918,ward,General Roca 1st Ward
5165229-01-01,322350,ward,Universitario Ward
5165229-01-01,523755,stake,General Roca Argentina Stake
5165229-01-01,523755,stakecenter,General Roca Argentina Stake
5165229-01-01,440418,familysearchcenter,General Roca Argentina Family History Center
