meetinghouse_id,assignment_id,assignment_type,assignment_name
5009278-01-01,43338,ward,Kissimmee Ward
5009278-01-01,2174707,ward,Lake Toho Ward
5009278-01-01,1535374,ward.ysa,Osceola YSA Branch
5009278-01-01,273457,ward.spanish,Pleasant Hill Ward (Spanish)
5012816-01-01,2075601,ward,La Trinidad Branch
5236290-01-01,150649,ward,Contagem  1st Ward
5236290-01-01,197661,ward,Riacho Ward
5236509-01-01,149446,ward,Fred Branch
5236509-01-01,2106973,familysearchcenter,Fred Texas Family History Center
5496527-01-01,1001663,ward,Comari Ward
5496527-01-01,431508,familysearchcenter,Comari Brazil Family History Center
5459702-01-01,232033,ward,Lagoa Ward
5442044-01-01,249610,ward,Puerto Pabla Ward
5123674-01-01,126551,ward,Trelew Centenario Ward
5123674-01-01,526282,stake,Trelew Argentina South Stake
5123674-01-01,526282,stakecenter,Trelew Argentina South Stake
5123674-01-01,403741,familysearchcenter,Trelew Argentina Sur Family History Center
5254868-01-01,141577,ward,Lake Villa 1st Ward
5254868-01-01,270091,ward,Lake Villa 2nd Ward
5191300-01-01,384372,ward,City Creek Ward
5191300-01-01,8435,ward,Richmond  2nd Ward
5191300-01-01,163694,ward,Richmond  4th Ward
5891256-01-01,32735,ward,Buckeye  1st Ward
5891256-01-01,1233971,ward,Sundance 1st Ward
5891256-01-01,2081741,ward,Sundance 2nd Ward
5102928-01-01,53929,ward,Fatai Ward
5334640-01-01,189235,ward,Alijis Ward
5313023-01-01,219991,ward,Esmeralda Ward
5313023-01-01,379409,ward,Pedregal Ward
5397820-01-01,323675,ward,Itabuna Ward
5397820-01-01,337919,ward,São Caetano Ward
5306590-02-01,311855,ward,Hirosaki Branch
5781612-01-01,293555,ward,Constancia Branch
5010351-01-01,368075,ward,Khan Uul Ward
5010351-01-01,2072254,ward,Tuul Ward
5397898-01-01,208760,ward,Cidade Ocian Ward
5397898-01-01,2145960,ward,Tupi Ward
5014048-01-01,2100347,ward,Madalla Ward
5000962-01-01,366595,ward,BaCongo Ward
5000962-01-01,377341,ward,Guynemer Ward
5000962-01-01,2102862,familysearchcenter,Makelekele Republic of Congo Family History Center
5149614-01-01,40762,ward,Tyler  1st Ward
5149614-01-01,1473174,ward.ysa,Tyler YSA Branch
5149614-01-01,3340058,familysearchcenter,Tyler Texas Family History Center
5618525-01-01,341134,ward,Mogpog Branch
5618525-01-01,615153,stake,Santa Cruz Marinduque Philippines District
5618525-01-01,615153,stakecenter,Santa Cruz Marinduque Philippines District
5861892-01-01,337625,ward,São Bento do Sul Branch
5168244-01-01,44261,ward,Hancock Ward
5168244-01-01,3366537,familysearchcenter,Hancock Maryland Family History Center
5790026-01-01,286079,ward,Saint Brieuc Branch
5790026-01-01,432245,familysearchcenter,St Brieuc France Family History Center
5199913-01-01,221872,ward,Cajeme Ward
5199913-01-01,136700,ward,Reforma Ward
5813344-01-01,132667,ward,Tokorozawa Ward
5015494-01-01,2122022,ward,Field Club Branch
5015494-01-01,2143534,ward.spanish,Rio Vista Branch (Spanish)
5216907-01-01,120510,ward,General Rodríguez Ward
5216907-01-01,2129094,ward,La Fraternidad Ward
5162548-01-01,92932,ward,Paola Ward
5162548-01-01,3312127,familysearchcenter,Paola Kansas Family History Center
5182603-01-01,103993,ward,Mint Canyon Ward
5182603-01-01,19453,ward,Solemint Ward
5016712-01-01,2130378,ward,Rantiya Branch
5248434-01-01,92673,ward,Mitchell Ward
5248434-01-01,259942,ward.ysa,Boise YSA 7th Ward
5126045-01-01,179779,ward,Portada del Sol Ward
5126045-01-01,77763,ward,Zárate Ward
5014231-01-01,367192,ward,Baan Ward
5317932-02-01,358495,ward,Tema  2nd Ward
5317932-02-01,1060716,ward,Tema 3rd Ward
5008717-01-01,1980556,ward,Umuahia 2nd Ward
5246725-01-01,2131269,ward,Clear Creek Ward
5246725-01-01,140813,ward,Shelbyville Ward
5511267-01-01,142964,ward,Seto Ward
5186501-01-01,119253,ward,Obelisco Ward
5103541-01-01,86142,ward,Matavaimo'ui Ward
5103541-01-01,482838,ward,Sopu Ward
5103541-01-01,516589,stake,Nuku'alofa Tonga North Stake
5103541-01-01,516589,stakecenter,Nuku'alofa Tonga North Stake
5103541-01-01,462098,familysearchcenter,Nuku'alofa Tonga North Family History Center
5013472-01-01,2077825,ward,Mile 50 Branch
5108543-01-01,46949,ward,Madisonville Ward
5108543-01-01,3349179,familysearchcenter,Madisonville Kentucky Family History Center
5151414-01-01,136107,ward,Alberdi Ward
5151414-01-01,506516,stake,Santiago Chile Huelén Stake
5151414-01-01,506516,stakecenter,Santiago Chile Huelén Stake
5151414-01-01,404306,familysearchcenter,Santiago Chile Huelen Family History Center
5415748-01-01,217050,ward,Trupillos Ward
5123089-01-01,16292,ward,Chula Vista  1st Ward
5123089-01-01,19585,ward,Harbor Ward
5123089-01-01,154261,ward.spanish,Bonita 3rd Ward (Spanish)
5004217-01-01,159085,ward,Waterford Ward
5004217-01-01,498580,ward.spanish,Quaker Hill Branch (Spanish)
5017637-01-01,145416,ward,Wolf Point Branch
5017637-01-01,2035081,familysearchcenter,Wolf Point Montana Family History Center
5059437-01-01,80292,ward,Grandview 14th Ward
5059437-01-01,95753,ward,Grandview 15th Ward
5059437-01-01,125393,ward,Grandview 17th Ward
5059437-01-01,172359,ward.ysa,Provo YSA 211th Ward
5059437-01-01,506036,stake,Provo Utah Grandview South Stake
5059437-01-01,506036,stakecenter,Provo Utah Grandview South Stake
5494990-01-01,298220,ward,Camiling 3rd Ward
5494990-01-01,2023911,ward,Camiling 6th Ward
5494990-01-01,433314,stake,Camiling Philippines Stake
5494990-01-01,433314,stakecenter,Camiling Philippines Stake
5494990-01-01,456772,familysearchcenter,Camiling Philippines East Family History Center
5232341-01-01,325430,ward,Angostura Branch
5907702-01-01,123838,ward,Hyde Park  3rd Ward
5907702-01-01,1826174,ward,Hyde Park 10th Ward
5907702-01-01,121096,ward,Smithfield 10th Ward
5279917-01-01,263206,ward,Cloverdale Ward
5279917-01-01,121185,ward,Frontier Ward
5004373-01-01,66915,ward,North Shields Ward
5010425-01-01,2023474,ward,Paragominas Branch
5141133-01-01,45519,ward,Princeton 1st Ward
5141133-01-01,202185,ward,Princeton 2nd Ward
5141133-01-01,368024,ward.spanish,Princeton 3rd Branch (Spanish)
5007980-01-01,1744178,ward,Tucupita Branch
5516218-01-01,335606,ward,Lassonde Ward
5109612-01-01,25852,ward,Coulee Dam Ward
5109612-01-01,3342220,familysearchcenter,Coulee Dam Washington Family History Center
5442516-01-01,287938,ward,Concepción Branch
5442516-01-01,612553,stake,Concepción Argentina District
5442516-01-01,612553,stakecenter,Concepción Argentina District
5442516-01-01,2170647,familysearchcenter,Concepcion Tucuman Argentina Family History Center
5005262-01-01,280283,ward,Izumo Branch
6008373-01-01,350648,ward,Thompson Branch
5162858-01-01,63002,ward,Eindhoven Ward
5162858-01-01,393738,familysearchcenter,Eindhoven Netherlands Family History Center
5157943-01-01,1481371,ward,Badger Road Ward
5157943-01-01,171476,ward,Eielson Ward
5157943-01-01,24732,ward,North Pole Ward
5224004-01-01,265519,ward,Bonanza Ward
5224004-01-01,102687,ward,Jardines Ward
5002259-01-01,255092,ward,Democracia Branch
5391342-01-01,47279,ward,Fox Run Ward
5391342-01-01,2178915,ward.spanish,Gonzalez  Branch (Spanish)
5391342-01-01,505358,stake,Pensacola Florida Stake
5391342-01-01,505358,stakecenter,Pensacola Florida Stake
5391342-01-01,3312003,familysearchcenter,Pensacola Florida Family History Center
5015654-01-01,1001426,ward,Harbel Branch
5397243-01-01,91995,ward,Pastora Ward
5397243-01-01,269484,ward,Rancho El Arbolillo Ward
5397243-01-01,520020,stake,México City Cuautepec Stake
5397243-01-01,520020,stakecenter,México City Cuautepec Stake
5397243-01-01,398381,familysearchcenter,Mexico City Mexico Cuautepec Family History Center
5295467-01-01,313882,ward,Cinco Saltos Ward
5279801-01-01,123633,ward,Gallatin Ward
5279801-01-01,2130696,ward,Station Camp Branch
5345669-01-01,24228,ward,Medford  2nd Ward
5345669-01-01,85235,ward,Medford  3rd Ward
5345669-01-01,436690,ward,Medford  8th Ward
5058252-01-01,40053,ward,Mitchell Branch
5058473-01-01,35289,ward,Papago Ward
5873553-01-01,270237,ward,Kraków Branch
5028523-01-01,42153,ward,West Bend Ward
5028523-01-01,3342611,familysearchcenter,West Bend Wisconsin Family History Center
5129257-01-01,1091360,ward,Fiorito Branch
5129257-01-01,116912,ward,Lanus Oeste Ward
5950347-01-01,2122200,ward,Boa Vista Ward
5950347-01-01,201545,ward,Castelão Ward
5950347-01-01,274038,ward,Veneza Ward
5950347-01-01,1073869,stake,Fortaleza Brazil Castelão Stake
5950347-01-01,1073869,stakecenter,Fortaleza Brazil Castelão Stake
5261244-01-01,308994,ward,Quillón Ward
5446597-01-01,276987,ward,Totolac Ward
5446597-01-01,524778,stake,Tlaxcala México Stake
5446597-01-01,524778,stakecenter,Tlaxcala México Stake
5446597-01-01,871915,institute,Tlaxcala Mexico Institute
5302048-01-01,188913,ward,Chia Ward
5412501-01-01,2045605,ward,Fanling Ward
5412501-01-01,275514,ward,Sheung Shui Ward
5025494-01-01,35106,ward,Meeteetse Ward
5025494-01-01,3344355,familysearchcenter,Meeteetse Wyoming Family History Center
5002885-01-01,51926,ward,Trenton Branch
5002885-01-01,3343928,familysearchcenter,Trenton Ontario Family History Center
5983851-01-01,214086,ward,Basak Ward
5983851-01-01,131792,ward,Labangon Ward
5983851-01-01,200573,ward,San Nicolas Ward
5983851-01-01,365009,stake,Cebu Philippines Central Stake
5983851-01-01,365009,stakecenter,Cebu Philippines Central Stake
5983851-01-01,420085,familysearchcenter,Cebu Philippines Central Family History Center
5414288-01-01,297070,ward,Bicutan Ward
5896851-01-01,352365,ward,Gitagum Branch
5128404-01-01,79316,ward,Fardale Ward
5128404-01-01,3336875,familysearchcenter,Fardale New Jersey Family History Center
5794064-01-01,374253,ward,Tangerang 1st Ward
5794064-01-01,473529,ward,Tangerang 2nd Ward
5479606-01-01,298832,ward,Cal-laguip Branch
5006047-01-01,36366,ward,Deer Lodge Ward
5006047-01-01,419850,familysearchcenter,Deer Lodge Montana Family History Center
5006670-01-01,548944,ward,Cibolo Ward
5006670-01-01,1977741,ward,Garden Ridge Ward
5006670-01-01,2055872,ward,Schertz Ward
5006670-01-01,2063964,stake,San Antonio Texas Cibolo Valley Stake
5006670-01-01,2063964,stakecenter,San Antonio Texas Cibolo Valley Stake
5160995-01-01,9652,ward,Grandview  3rd Ward
5160995-01-01,171530,ward,Grandview  8th Ward
5160995-01-01,210358,ward,Grandview 11th Ward
5160995-01-01,124648,ward.ysa,Provo YSA 141st Ward
5981034-01-01,276154,ward,Santa Josefa Ward
5034167-01-01,53694,ward,Huntly Ward
5165881-01-01,69574,ward,Hull  1st Ward
5165881-01-01,506702,stake,Hull England Stake
5165881-01-01,506702,stakecenter,Hull England Stake
5165881-01-01,2114585,familysearchcenter,Hull 1st England Family History Center
5011144-01-01,2022478,ward,Zapata Branch
5236959-01-01,109487,ward,Monroe Ward
5236959-01-01,547840,ward,Waxhaw Ward
5035252-01-01,33219,ward,Canon City 1st Ward
5035252-01-01,152943,ward,Canon City 2nd Ward
5035252-01-01,3361527,familysearchcenter,Canon City Colorado Family History Center
5958558-02-01,2008483,ward,Caldwell 14th Ward
5958558-02-01,2141418,ward,Caldwell 17th Ward
5958558-02-01,2141396,ward,Caldwell 18th Ward
5958558-02-01,439878,ward,Caldwell 8th Ward
5958558-02-01,516481,stake,Caldwell Idaho East Stake
5958558-02-01,516481,stakecenter,Caldwell Idaho East Stake
5004297-01-01,1063871,ward,Kwabenya Ward
5004357-01-01,360481,ward,Eatontown 2nd Ward
5004357-01-01,49697,ward.spanish,Eatontown 1st Branch (Spanish)
5004357-01-01,3336824,familysearchcenter,Eatontown New Jersey Family History Center
5065976-01-01,663,ward,Bellview Ward
5065976-01-01,3417,ward,Canyon Rim Ward
5065976-01-01,98396,ward,Park Ward
5065976-01-01,510912,stake,Sandy Utah Central Stake
5065976-01-01,510912,stakecenter,Sandy Utah Central Stake
5422884-01-01,331732,ward,Viçosa Branch
5009958-01-01,275042,ward,Asaga Ohafia 1st Branch
5009958-01-01,2109409,ward,Asaga Ohafia 2nd Branch
5186145-01-01,100838,ward,Blue Water Ward
5186145-01-01,3335348,familysearchcenter,Blue Water Michigan Family History Center
5110351-01-01,87491,ward,Florence Ward
5110351-01-01,2034506,familyservices,SC Columbia Family Services Agency
5245052-01-01,47783,ward,Johnstown Ward
5245052-01-01,3338878,familysearchcenter,Johnstown Pennsylvania Family History Center
5220203-01-01,137421,ward,Francisco I Madero Branch
5220203-01-01,376043,ward,Nuevo Linares Branch
5220203-01-01,613037,stake,Coahuila México Madero District
5220203-01-01,613037,stakecenter,Coahuila México Madero District
5220203-01-01,468762,familysearchcenter,Coahuila México Madero Family History Center
5421896-01-01,18694,ward,Etna Ward
5421896-01-01,3338320,familysearchcenter,Etna California Family History Center
5930073-01-01,423270,ward,Sado Branch
5032830-01-01,100439,ward,Caldwell 4th Ward
5032830-01-01,203173,ward.spanish,Caldwell 7th Ward (Spanish)
5506212-01-01,259896,ward,Nahuilingo Ward
5015503-01-01,1195387,ward,La Palma Branch (Correctional Facility)
5194113-01-01,114960,ward,Llay-Llay Branch
5698839-01-01,565326,ward,Canyon Trails Ward
5698839-01-01,416991,ward,Palm Valley Ward
5698839-01-01,417068,ward,Sarival Ward
5698839-01-01,548855,stake,Goodyear Arizona Stake
5698839-01-01,548855,stakecenter,Goodyear Arizona Stake
5009927-01-01,1401378,ward,Twin Rivers Branch (Correctional Facility)
5251508-01-01,477702,ward,Allende Ward
5459591-01-01,258768,ward,Jardim Romano Ward
5471982-01-01,196002,ward,Canal Winchester Ward
5471982-01-01,1247573,ward,Pickerington 2nd Ward
5250692-01-01,139823,ward,La Torre Branch
5192668-01-01,464937,ward,Perris Ward
5192668-01-01,238627,ward.spanish,Tres Lagos Ward (Spanish)
5162653-01-01,480622,ward,Orchard Hills Ward
5162653-01-01,120308,ward,Willard 1st Ward
5162653-01-01,3352463,familysearchcenter,Willard Missouri Family History Center
5480000-01-01,1572172,ward,San Gabriel Ward
5480000-01-01,150894,ward,Tuguegarao  1st Ward
5480000-01-01,519677,stake,Tuguegarao Philippines North Stake
5480000-01-01,519677,stakecenter,Tuguegarao Philippines North Stake
5480000-01-01,856622,institute,Tuguegarao North Philippines Institute
5480000-01-01,404977,familysearchcenter,Tuguegarao Philippines Family History Center
5255643-01-01,176206,ward,Amberwood Ward
5255643-01-01,174106,ward,Woodglen Park Ward
5284740-01-01,133531,ward,Vila Sabrina Ward
5284740-01-01,401056,familysearchcenter,Vila Sabrina Brazil Family History Center
5381509-01-01,237566,ward,Aldebarán Ward
5105463-01-01,19429,ward,Indian Springs Branch
5485444-01-01,223484,ward,Solís Pizarro Ward
5269148-01-01,136123,ward,Lo Prado Ward
5124913-01-01,228729,ward,Canyon Creek Ward
5124913-01-01,82759,ward,Orchard Park Ward
5124913-01-01,503975,stake,Salt Lake Butler Stake
5124913-01-01,503975,stakecenter,Salt Lake Butler Stake
5169909-01-01,68845,ward,Runcorn Ward
5169909-01-01,531871,familysearchcenter,Runcorn England Family History Center
5010362-01-01,2025809,ward,Anyaa Ward
5324769-01-01,217735,ward,Jardim Bela Vista Ward
5324769-01-01,140937,ward,Jardim Primavera Ward
5324769-01-01,552631,familysearchcenter,São Paulo Brazil Cumbica Family History Center
5258170-01-01,144517,ward,Port Lavaca Branch
5000310-01-01,1849972,ward,Altiplano Branch
5136857-01-01,21490,ward,Corning Ward
5136857-01-01,2176955,ward.spanish,Olive Branch (Spanish)
5136857-01-01,3331296,familysearchcenter,Corning California Family History Center
5897602-01-01,412929,ward,Pilar Branch
5933668-01-01,324426,ward,Los Laureles Ward
5017104-01-01,NA,NA,NA
5026881-01-01,52507,ward,Dianella Ward
5026881-01-01,504890,stake,Perth Australia Dianella Stake
5026881-01-01,504890,stakecenter,Perth Australia Dianella Stake
5026881-01-01,407577,familysearchcenter,Dianella Australia Family History Center
9508678-01-01,412546,ward,South Towne Branch (Retirement)
5003154-01-01,560014,ward,Mingchien Branch
5014758-01-01,2105616,ward,Santoe Branch
5004296-01-01,2080907,ward,Chapuli Ward
5004296-01-01,536768,ward,Kouté Ward
5469414-01-01,254223,ward,Pineda Ward
9000402-01-01,2051605,ward.ysa,Rexburg YSA 103rd Ward
9000402-01-01,2121689,ward.ysa,Rexburg YSA 124th Ward
9000402-01-01,77860,ward.ysa,Rexburg YSA 13th Ward
9000402-01-01,84891,ward.ysa,Rexburg YSA 20th Ward
9000402-01-01,91073,ward.ysa,Rexburg YSA 24th Ward
9000402-01-01,101540,ward.ysa,Rexburg YSA 28th Ward
9000402-01-01,209023,ward.ysa,Rexburg YSA 43rd Ward
9000402-01-01,487643,ward.ysa,Rexburg YSA 51st Ward
9000402-01-01,260134,ward.ysa,Rexburg YSA 53rd Ward
9000402-01-01,260142,ward.ysa,Rexburg YSA 54th Ward
9000402-01-01,416754,ward.ysa,Rexburg YSA 64th Ward
9000402-01-01,1729179,ward.ysa,Rexburg YSA 75th Ward
9000402-01-01,1802623,ward.ysa,Rexburg YSA 78th Ward
9000402-01-01,528129,stake.ysa,Rexburg Idaho YSA 6th Stake
9000402-01-01,528129,stakecenter,Rexburg Idaho YSA 6th Stake
5352673-01-01,167134,ward,Bonneville  2nd Ward
5352673-01-01,10219,ward,Bonneville  4th Ward
5352673-01-01,229962,ward,Bonneville  6th Ward
5219973-01-01,101311,ward,Quintero Ward
5014973-01-01,1750771,ward,Dilala Ward
5297826-01-01,154970,ward,Cotuí 1st Branch
5297826-01-01,1080695,stake,Cotui Dominican Republic District
5297826-01-01,1080695,stakecenter,Cotui Dominican Republic District
5297826-01-01,1441175,familysearchcenter,Cotui Dominican Republic Family History Center
5298849-01-01,257141,ward,Los Manantiales Ward
5232155-01-01,165727,ward,Reñaca Alto Ward
5200423-01-01,131407,ward,Pitalito Branch
5200423-01-01,485039,familysearchcenter,Pitalito Colombia Family History Center
5186196-01-01,124478,ward,Guaíba Ward
5506018-01-01,344095,ward,Ciudad Jardín Ward
5191807-01-01,209643,ward,Highland 11th Ward
5191807-01-01,358940,ward,Highland 18th Ward
5191807-01-01,1000004,ward.samoan,Lehi 42nd Ward (Samoan)
5191807-01-01,520837,stake,Highland Utah East Stake
5191807-01-01,520837,stakecenter,Highland Utah East Stake
5457149-01-01,344133,ward,Las Américas Ward
5457149-01-01,324469,ward,Las Mercedes Ward
5012975-01-01,2105179,ward,Byazhin Ward
5012975-01-01,260444,ward,Kubwa 1st Ward
5392020-01-01,33928,ward,Ganado Branch
5172047-01-01,347574,ward,Randburg Ward
5172047-01-01,2063298,ward,Sandton Ward
5172047-01-01,505587,stake,Johannesburg South Africa Stake
5172047-01-01,505587,stakecenter,Johannesburg South Africa Stake
5172047-01-01,395242,familysearchcenter,Sandton South Africa Family History Center
5009432-01-01,1995227,ward,Mbieri Branch
5220459-01-01,75965,ward,Camargo Ward
5008203-01-01,1992791,ward,Bardege Branch
5159113-01-01,104345,ward,Maryville Ward
5159113-01-01,3372618,familysearchcenter,Maryville Tennessee Family History Center
5493870-01-01,297259,ward,Merida Ward
5280141-01-01,80306,ward,Linda Vista Ward
5280141-01-01,398268,familysearchcenter,Mexico City Mexico Lindavista Family History Center
5233674-01-01,74012,ward,Veintiocho de Julio Ward
5886276-01-01,261661,ward,Los Arroyos Branch
5878572-01-01,335622,ward,Ytororo Ward
5002566-03-01,541907,ward,Hemphill Branch
5486416-01-01,154792,ward,Colleyville Ward
5486416-01-01,207454,ward,Keller  1st Ward
5486416-01-01,381640,ward,Keller  2nd Ward
5486416-01-01,270563,ward,Southlake 2nd Ward
5486416-01-01,526274,stake,Colleyville Texas Stake
5486416-01-01,526274,stakecenter,Colleyville Texas Stake
5003199-01-01,44121,ward,Yorktown Ward
5003199-01-01,3337642,familysearchcenter,Yorktown New York Family History Center
5002556-01-01,479500,ward,Puerto Píritu Branch
5417570-01-01,196630,ward,Villa Colón Ward
5910402-01-01,2047500,ward,Layton Lakes 1st Ward
5910402-01-01,1000462,ward,Layton Lakes 2nd Ward
5910402-01-01,1754572,ward,Layton Lakes 3rd Ward
5910402-01-01,2065959,stake,Chandler Arizona South Stake
5910402-01-01,2065959,stakecenter,Chandler Arizona South Stake
5201047-01-01,204900,ward,Tamaulipas Ward
5125804-01-01,85316,ward,Fakakakai Ward
5033217-01-01,8346,ward,Foothill Trails Ward
5033217-01-01,503460,stake,Ogden Utah Rock Cliff Stake
5033217-01-01,503460,stakecenter,Ogden Utah Rock Cliff Stake
5203139-01-01,169854,ward,Jamul Ward
5203139-01-01,373001,familysearchcenter,Jamul California Family History Center
5514967-01-01,246816,ward,Romero Ward
5973627-01-01,380822,ward,El Mirador Ward
5168589-01-01,110922,ward,Decatur Ward
5168589-01-01,530239,ward,Justin Ward
5168589-01-01,3359654,familysearchcenter,Decatur Texas Family History Center
5915928-01-01,95389,ward,Farr West  2nd Ward
5915928-01-01,155802,ward,Farr West  3rd Ward
5915928-01-01,1966030,ward,Farr West  7th Ward
5915928-01-01,1075918,stake,Farr West Utah Poplar Stake
5915928-01-01,1075918,stakecenter,Farr West Utah Poplar Stake
5272130-01-01,44512,ward,Charleston 1st Ward
5012383-01-01,2040700,ward,Siumu-Uta Ward
5179092-01-01,222941,ward,Castelo Ward
5179092-01-01,229407,ward,Laranjeiras Ward
5179092-01-01,229415,ward,Tiaraju Ward
5179092-01-01,522422,stake,Bagé Brazil Stake
5179092-01-01,522422,stakecenter,Bagé Brazil Stake
5179092-01-01,400890,familysearchcenter,Bagé Brazil Family History Center
5061067-01-01,53244,ward,Epsom Ward
5061067-01-01,196428,ward.tongan,Mt Roskill 2nd Ward (Tongan)
5061067-01-01,2039923,ward.tongan,Penrose 1st Ward (Tongan)
5061067-01-01,502928,stake,Auckland New Zealand Mt Roskill Stake
5061067-01-01,502928,stakecenter,Auckland New Zealand Mt Roskill Stake
5061067-01-01,406775,familysearchcenter,Mt. Roskill New Zealand Family History Center
5416833-01-01,168556,ward,Libertador Ward
5046955-01-01,26840,ward,East View Ward
5046955-01-01,480738,ward.spanish,Mesa Ward (Spanish)
5458900-01-01,337765,ward,Jardim Mangueira Ward
5458900-01-01,337773,ward,Minas Flores Ward
5458900-01-01,526401,stake,Porto Velho Brazil Stake
5458900-01-01,526401,stakecenter,Porto Velho Brazil Stake
5458900-01-01,401153,familysearchcenter,Porto Velho Brazil Family History Center
5956698-01-01,66001,ward,Offenbach Branch
5956698-01-01,80160,ward.military,Wiesbaden 2nd Ward
5226236-01-01,135151,ward,Cascais Branch
5002361-01-01,27731,ward,Kahului Ward
5002361-01-01,470449,ward,Wailuku Ward
5002361-01-01,2020599,stake,Kahului Hawaii West Stake
5002361-01-01,2020599,stakecenter,Kahului Hawaii West Stake
5177510-01-01,266817,ward,San Agustín Ward
5147042-01-01,31569,ward,Socorro Ward
5147042-01-01,3336913,familysearchcenter,Socorro New Mexico Family History Center
5318637-01-01,326267,ward,Alicante  2nd Ward
5318637-01-01,100560,ward,Alicante 1st Ward
5318637-01-01,393924,familysearchcenter,Alicante Spain Family History Center
5969541-01-01,34452,ward,Dennehotso Branch
5969541-01-01,2003686,familysearchcenter,Dennehotso Arizona Family History Center
5399408-01-01,209775,ward,Alvorada Ward
5399408-01-01,1055860,ward,Cidade dos Funcionários Ward
5399408-01-01,492434,institute,Fortaleza Brazil East Campus Institute
5267528-01-01,473731,ward.samoan,Rialto  2nd Ward (Samoan)
5267528-01-01,223093,ward.spanish,Rialto 4th Ward (Spanish)
5872050-03-01,474436,ward,Foxboro  1st Ward
5872050-03-01,486892,ward,Foxboro  2nd Ward
5872050-03-01,542822,ward,Foxboro  3rd Ward
5458188-01-01,259098,ward,Altamira Ward
5458188-01-01,259063,ward,Eloy Alfaro Ward
5494648-01-01,205362,ward,Lingsat Ward
5494648-01-01,856495,institute,San Fernando La Union Philippines Institute
5418437-01-01,125687,ward,Chestermere Ward
5418437-01-01,167681,ward,Deerfoot Park Ward
5418437-01-01,2056844,ward.ysa,Stoney Trail YSA Ward
5418437-01-01,521906,stake,Calgary Alberta Confederation Park Stake
5418437-01-01,521906,stakecenter,Calgary Alberta Confederation Park Stake
5418437-01-01,437980,familysearchcenter,Calgary Alberta Confederation Park Family History Center
5898129-01-01,268992,ward,Calintaan Branch
5005415-01-01,1264176,ward,Akwa Ima Housing Estate Ward
5280397-01-01,57118,ward,Condesa Branch
5069408-01-01,29408,ward,Virginia Ward
5231108-01-01,315230,ward,Las Lomas Ward
5426103-01-01,330574,ward,Andres Araujo Ward
5426103-01-01,485241,ward,Los Angeles Ward
5194903-01-01,139955,ward,Tejutla Branch
5639980-01-01,320978,ward,Evbareke 1st Ward
5639980-01-01,2090015,ward,Evbareke 2nd Ward
5837650-01-01,378623,ward,Kinsoundi Ward
5837650-01-01,2126001,ward,Nzoko Ward
5124174-01-01,377597,ward,Capistrano Beach Ward
5124174-01-01,188751,ward,Marblehead Ward
5124174-01-01,18627,ward,Ola Vista Ward
5001358-01-01,21717,ward,Atherton Ward
5001358-01-01,21881,ward,Woodruff Ward
5233976-01-01,146021,ward,Lapu-Lapu  1st Ward
5233976-01-01,105945,ward,Lapu-Lapu  2nd Ward
5233976-01-01,1978497,ward,Lapu-Lapu  3rd Ward
5233976-01-01,2035413,familysearchcenter,Lapu-Lapu Philippines Family History Center
5400139-01-01,334847,ward,Cleary Estate Ward
5018284-01-01,2161621,ward,Umuarama Branch
5016040-01-01,2130467,ward,'Atata Branch
5076897-01-02,4685,ward,Sugar House Ward
5076897-01-02,270687,ward.ysa,Westminster YSA Ward
5013266-01-01,2078163,ward,Somoto Branch
5247217-01-01,130966,ward,Prophetstown Ward
5247217-01-01,48410,ward,Sagamore Ward
5247217-01-01,173959,ward,Wabash Ward
5247217-01-01,516090,stake,Lafayette Indiana Stake
5247217-01-01,516090,stakecenter,Lafayette Indiana Stake
5247217-01-01,3334449,familysearchcenter,West Lafayette Indiana Family History Center
5524040-01-01,228885,ward,Palmeiras Ward
5797152-01-01,148245,ward,Örnsköldsvik Branch
5797152-01-01,2054191,familysearchcenter,Örnsköldsvik Sweden Family History Center
5216419-01-01,101915,ward,Salvatierra Ward
5429897-01-01,295469,ward,Praia 1st Ward
5429897-01-01,1883836,ward,Praia 5th Ward
5429897-01-01,614718,stake,Praia Cape Verde Stake
5429897-01-01,614718,stakecenter,Praia Cape Verde Stake
5429897-01-01,394769,familysearchcenter,Praia Cabo Verde Family History Center
5226333-01-01,421510,ward,Modesto 10th Ward
5226333-01-01,158127,ward,Modesto 8th Ward
5226333-01-01,453773,ward.ysa,Modesto YSA Ward
5291828-01-01,356638,ward,Engels Branch
5168457-01-01,180610,ward,Palmas Ward
5168457-01-01,57045,ward.english,Lomas Ward (English)
5168457-01-01,397989,familysearchcenter,Mexico City Chapultepec - Palmas Mexico Family History Center
5036925-01-01,9881,ward,Scofield Branch
5979048-01-01,280380,ward,Yonezawa Branch
5062322-02-01,35505,ward,Rio Hondo Ward
5062322-02-01,126675,ward,Spring River Ward
5062322-02-01,1214993,ward.spanish,Berrendo Branch (Spanish)
5062322-02-01,509140,stake,Roswell New Mexico Stake
5062322-02-01,509140,stakecenter,Roswell New Mexico Stake
5062322-02-01,3325725,familysearchcenter,Roswell New Mexico Family History Center
5861964-01-01,346330,ward,Avaré Branch
5220955-01-01,140201,ward,Santiago de María Branch
5224594-01-01,305294,ward,Suriquiña Cerro Branch
5074630-01-01,57746,ward,Chihuahua Ward
5334667-01-01,189227,ward,Magsungay Ward
5015835-01-01,293822,ward,Peto Branch
5014747-01-01,2104377,ward,Moyamba Branch
